services,date,time,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method,booking_datetime,service_type_clean,source_clean,destination_clean,payment_method_clean,is_completed,is_cancelled,booking_date,hour,day_of_week,day_of_week_num,is_weekend,month,month_name,week_of_year,time_period,route,distance_bucket,duration_bucket,fare_bucket,fare_per_km
bike,2024-07-04,07:55:34.542646,completed,Kalyan Nagar Pointe,Nayandahalli Boulevard,21,RD6473338791702702,19.3,287.47,30.82,318.29,GPay,2024-07-04 07:55:34.542646,bike,kalyan nagar pointe,nayandahalli boulevard,gpay,1,0,2024-07-04,7,Thursday,3,False,7,July,27,Morning Peak,kalyan nagar pointe → nayandahalli boulevard,Very Long (>15 km),Medium (15–30 min),Medium-Low Fare,16.491709844559587
auto,2024-07-28,05:18:58.542646,completed,Basaveshwaranagar Pier,Madiwala Harbor,37,RD5731182308846565,31.36,513.31,11.66,524.9699999999999,GPay,2024-07-28 05:18:58.542646,auto,basaveshwaranagar pier,madiwala harbor,gpay,1,0,2024-07-28,5,Sunday,6,True,7,July,30,Late Night,basaveshwaranagar pier → madiwala harbor,Very Long (>15 km),Long (30–60 min),Medium-Low Fare,16.740114795918366
bike,2024-07-29,03:15:49.542646,completed,Naganathapura 1st Block,Kaggalipura Circle,115,RD8742120338050819,45.56,64.05,43.41,107.46,Paytm,2024-07-29 03:15:49.542646,bike,naganathapura 1st block,kaggalipura circle,paytm,1,0,2024-07-29,3,Monday,0,False,7,July,31,Late Night,naganathapura 1st block → kaggalipura circle,Very Long (>15 km),Very Long (>60 min),Low Fare,2.358647936786655
parcel,2024-06-29,12:21:33.542646,completed,Thanisandra Heights,Anekal Cove,12,RD7689809289833095,11.78,812.5,35.62,848.12,Amazon Pay,2024-06-29 12:21:33.542646,parcel,thanisandra heights,anekal cove,amazon pay,1,0,2024-06-29,12,Saturday,5,True,6,June,26,Daytime,thanisandra heights → anekal cove,Long (7–15 km),Short (≤15 min),High Fare,71.99660441426147
cab economy,2024-07-09,22:09:34.542646,completed,Nagarbhavi Station,Mahadevapura 4th Stage,86,RD2611926970493999,9.3,467.52,3.14,470.66,Paytm,2024-07-09 22:09:34.542646,cab economy,nagarbhavi station,mahadevapura 4th stage,paytm,1,0,2024-07-09,22,Tuesday,1,False,7,July,28,Night,nagarbhavi station → mahadevapura 4th stage,Long (7–15 km),Very Long (>60 min),Medium-Low Fare,50.608602150537635
parcel,2024-08-08,23:03:42.542646,completed,Kadugodi Hills,Rachenahalli 5th Stage,46,RD1947303693704861,29.43,508.45,22.24,530.6899999999999,Paytm,2024-08-08 23:03:42.542646,parcel,kadugodi hills,rachenahalli 5th stage,paytm,1,0,2024-08-08,23,Thursday,3,False,8,August,32,Night,kadugodi hills → rachenahalli 5th stage,Very Long (>15 km),Long (30–60 min),Medium-Low Fare,18.032279986408426
auto,2024-07-17,12:44:16.542646,completed,Nagwara Cove,Chikkajala Quarry,100,RD5130685942665307,20.88,74.28,44.69,118.97,Paytm,2024-07-17 12:44:16.542646,auto,nagwara cove,chikkajala quarry,paytm,1,0,2024-07-17,12,Wednesday,2,False,7,July,29,Daytime,nagwara cove → chikkajala quarry,Very Long (>15 km),Very Long (>60 min),Low Fare,5.6977969348659006
auto,2024-06-24,17:40:08.542646,completed,Horamavu Square,Anjanapura Viewpoint,47,RD1215007444107331,8.43,228.22,48.06,276.28,QR scan,2024-06-24 17:40:08.542646,auto,horamavu square,anjanapura viewpoint,qr scan,1,0,2024-06-24,17,Monday,0,False,6,June,26,Evening Peak,horamavu square → anjanapura viewpoint,Long (7–15 km),Long (30–60 min),Low Fare,32.773428232502965
bike,2024-06-20,20:30:09.542646,completed,Kanaka Nagar Arc,Sarjapur Cross,15,RD7203293909847425,21.6,315.6,42.39,357.99,Paytm,2024-06-20 20:30:09.542646,bike,kanaka nagar arc,sarjapur cross,paytm,1,0,2024-06-20,20,Thursday,3,False,6,June,25,Night,kanaka nagar arc → sarjapur cross,Very Long (>15 km),Short (≤15 min),Medium-Low Fare,16.57361111111111
bike,2024-06-19,11:21:19.542646,completed,RMV 2nd Stage Landing,Jalahalli Boulevard,118,RD9943873741408455,26.53,688.92,16.95,705.87,QR scan,2024-06-19 11:21:19.542646,bike,rmv 2nd stage landing,jalahalli boulevard,qr scan,1,0,2024-06-19,11,Wednesday,2,False,6,June,25,Daytime,rmv 2nd stage landing → jalahalli boulevard,Very Long (>15 km),Very Long (>60 min),Medium-High Fare,26.606483226535996
bike,2024-06-20,04:54:57.542646,completed,Kothanur Drive,Rajarajeshwari Nagar Pointe,85,RD6134652415591987,6.93,588.81,10.77,599.5799999999999,Amazon Pay,2024-06-20 04:54:57.542646,bike,kothanur drive,rajarajeshwari nagar pointe,amazon pay,1,0,2024-06-20,4,Thursday,3,False,6,June,25,Late Night,kothanur drive → rajarajeshwari nagar pointe,Medium (3–7 km),Very Long (>60 min),Medium-High Fare,86.51948051948051
bike,2024-07-17,01:04:02.542646,completed,HSR Layout Works,Lingarajapuram Square,109,RD8635944050857335,3.77,366.99,17.58,384.57,GPay,2024-07-17 01:04:02.542646,bike,hsr layout works,lingarajapuram square,gpay,1,0,2024-07-17,1,Wednesday,2,False,7,July,29,Late Night,hsr layout works → lingarajapuram square,Medium (3–7 km),Very Long (>60 min),Medium-Low Fare,102.0079575596817
bike,2024-08-04,00:58:25.542646,cancelled,RMV 2nd Stage 3rd Block,Banerghatta Road Village,21,RD3380849942480231,34.97,,,,,2024-08-04 00:58:25.542646,bike,rmv 2nd stage 3rd block,banerghatta road village,,0,1,2024-08-04,0,Sunday,6,True,8,August,31,Late Night,rmv 2nd stage 3rd block → banerghatta road village,Very Long (>15 km),Medium (15–30 min),,
bike lite,2024-07-12,06:24:03.542646,completed,Srirampura Run,KR Puram Complex,16,RD0435446308407909,42.19,387.43,48.62,436.05,QR scan,2024-07-12 06:24:03.542646,bike lite,srirampura run,kr puram complex,qr scan,1,0,2024-07-12,6,Friday,4,False,7,July,28,Morning Peak,srirampura run → kr puram complex,Very Long (>15 km),Medium (15–30 min),Medium-Low Fare,10.335387532590662
cab economy,2024-06-29,10:10:34.542646,cancelled,Madivala Square,Byatarayanapura Landing,76,RD6251184946210781,4.62,,,,,2024-06-29 10:10:34.542646,cab economy,madivala square,byatarayanapura landing,,0,1,2024-06-29,10,Saturday,5,True,6,June,26,Daytime,madivala square → byatarayanapura landing,Medium (3–7 km),Very Long (>60 min),,
bike,2024-08-15,10:28:22.542646,completed,Yelahanka New Town Works,Mahadevapura Quarry,47,RD1806032245118073,4.05,978.8,17.83,996.63,QR scan,2024-08-15 10:28:22.542646,bike,yelahanka new town works,mahadevapura quarry,qr scan,1,0,2024-08-15,10,Thursday,3,False,8,August,33,Daytime,yelahanka new town works → mahadevapura quarry,Medium (3–7 km),Long (30–60 min),High Fare,246.0814814814815
auto,2024-07-26,07:54:00.542646,completed,Vijayanagar Boulevard,Kodigehalli Crescent,83,RD1022118407665224,49.44,765.39,28.02,793.41,Amazon Pay,2024-07-26 07:54:00.542646,auto,vijayanagar boulevard,kodigehalli crescent,amazon pay,1,0,2024-07-26,7,Friday,4,False,7,July,30,Morning Peak,vijayanagar boulevard → kodigehalli crescent,Very Long (>15 km),Very Long (>60 min),High Fare,16.047936893203882
cab economy,2024-07-27,21:44:36.542646,completed,Kodigehalli Park,Dooravani Nagar Garden,69,RD1581370576696450,47.73,256.86,25.15,282.01,GPay,2024-07-27 21:44:36.542646,cab economy,kodigehalli park,dooravani nagar garden,gpay,1,0,2024-07-27,21,Saturday,5,True,7,July,30,Night,kodigehalli park → dooravani nagar garden,Very Long (>15 km),Very Long (>60 min),Low Fare,5.908443327047978
bike,2024-08-10,02:51:57.542646,completed,Ramamurthy Nagar Bay,Kumaraswamy Layout Square,76,RD8450674279635236,31.12,428.74,17.3,446.04,Paytm,2024-08-10 02:51:57.542646,bike,ramamurthy nagar bay,kumaraswamy layout square,paytm,1,0,2024-08-10,2,Saturday,5,True,8,August,32,Late Night,ramamurthy nagar bay → kumaraswamy layout square,Very Long (>15 km),Very Long (>60 min),Medium-Low Fare,14.332904884318767
cab economy,2024-07-09,21:28:19.542646,completed,Madivala Circle,Srirampura Village,62,RD6309443111140680,34.04,94.02,33.83,127.85,Amazon Pay,2024-07-09 21:28:19.542646,cab economy,madivala circle,srirampura village,amazon pay,1,0,2024-07-09,21,Tuesday,1,False,7,July,28,Night,madivala circle → srirampura village,Very Long (>15 km),Very Long (>60 min),Low Fare,3.7558754406580492
bike,2024-06-17,13:54:48.542646,cancelled,Benson Town Arcade,Doddaballapur Station,46,RD7251101541817511,21.47,,,,,2024-06-17 13:54:48.542646,bike,benson town arcade,doddaballapur station,,0,1,2024-06-17,13,Monday,0,False,6,June,25,Daytime,benson town arcade → doddaballapur station,Very Long (>15 km),Long (30–60 min),,
cab economy,2024-07-08,00:54:46.542646,cancelled,Yeshwanthpur Passage,Kothanur Square,72,RD7528615406219812,32.07,,,,,2024-07-08 00:54:46.542646,cab economy,yeshwanthpur passage,kothanur square,,0,1,2024-07-08,0,Monday,0,False,7,July,28,Late Night,yeshwanthpur passage → kothanur square,Very Long (>15 km),Very Long (>60 min),,
parcel,2024-07-07,03:37:58.542646,completed,Basavanagudi Esplanade,Doddanekundi Village,116,RD2306698615891929,43.2,294.61,30.79,325.40000000000003,GPay,2024-07-07 03:37:58.542646,parcel,basavanagudi esplanade,doddanekundi village,gpay,1,0,2024-07-07,3,Sunday,6,True,7,July,27,Late Night,basavanagudi esplanade → doddanekundi village,Very Long (>15 km),Very Long (>60 min),Medium-Low Fare,7.532407407407407
bike lite,2024-06-26,21:25:58.542646,completed,Attibele Cove,Chikkagubbi Side,80,RD2406982706817982,35.47,249.72,28.31,278.03,GPay,2024-06-26 21:25:58.542646,bike lite,attibele cove,chikkagubbi side,gpay,1,0,2024-06-26,21,Wednesday,2,False,6,June,26,Night,attibele cove → chikkagubbi side,Very Long (>15 km),Very Long (>60 min),Low Fare,7.838455032421765
auto,2024-07-08,16:44:12.542646,completed,Nagawara Way,Anekal 5th Block,47,RD1063446832837928,27.05,96.32,17.15,113.47,Paytm,2024-07-08 16:44:12.542646,auto,nagawara way,anekal 5th block,paytm,1,0,2024-07-08,16,Monday,0,False,7,July,28,Evening Peak,nagawara way → anekal 5th block,Very Long (>15 km),Long (30–60 min),Low Fare,4.194824399260629
bike,2024-07-15,05:39:10.542646,completed,Anekal Garden,Babusapalya Pass,57,RD8906309739869979,42.29,784.6,46.95,831.5500000000001,QR scan,2024-07-15 05:39:10.542646,bike,anekal garden,babusapalya pass,qr scan,1,0,2024-07-15,5,Monday,0,False,7,July,29,Late Night,anekal garden → babusapalya pass,Very Long (>15 km),Long (30–60 min),High Fare,19.663040908016082
auto,2024-07-19,09:22:47.542646,completed,Chikkajala Promenade,Sahakar Nagar Quay,67,RD0661996021871137,14.4,895.08,49.5,944.58,GPay,2024-07-19 09:22:47.542646,auto,chikkajala promenade,sahakar nagar quay,gpay,1,0,2024-07-19,9,Friday,4,False,7,July,29,Morning Peak,chikkajala promenade → sahakar nagar quay,Long (7–15 km),Very Long (>60 min),High Fare,65.59583333333333
bike,2024-08-11,20:37:40.542646,cancelled,Giri Nagar 5th Stage,HRBR Layout Pier,65,RD7481351134212520,24.24,,,,,2024-08-11 20:37:40.542646,bike,giri nagar 5th stage,hrbr layout pier,,0,1,2024-08-11,20,Sunday,6,True,8,August,32,Night,giri nagar 5th stage → hrbr layout pier,Very Long (>15 km),Very Long (>60 min),,
bike,2024-06-26,04:55:52.542646,completed,Indiranagar Heights,Anjanapura Quarry,23,RD5440556690792913,9.52,617.49,30.74,648.23,Paytm,2024-06-26 04:55:52.542646,bike,indiranagar heights,anjanapura quarry,paytm,1,0,2024-06-26,4,Wednesday,2,False,6,June,26,Late Night,indiranagar heights → anjanapura quarry,Long (7–15 km),Medium (15–30 min),Medium-High Fare,68.09138655462185
cab economy,2024-06-27,22:12:03.542646,cancelled,Srirampura Farms,Doddakannelli Quarters,47,RD0833847880076187,40.77,,,,,2024-06-27 22:12:03.542646,cab economy,srirampura farms,doddakannelli quarters,,0,1,2024-06-27,22,Thursday,3,False,6,June,26,Night,srirampura farms → doddakannelli quarters,Very Long (>15 km),Long (30–60 min),,
bike,2024-08-15,12:41:16.542646,completed,Koramangala 7th Block Cove,BTM Layout Terrace,28,RD3396547257701584,31.3,497.55,36.56,534.11,Amazon Pay,2024-08-15 12:41:16.542646,bike,koramangala 7th block cove,btm layout terrace,amazon pay,1,0,2024-08-15,12,Thursday,3,False,8,August,33,Daytime,koramangala 7th block cove → btm layout terrace,Very Long (>15 km),Medium (15–30 min),Medium-Low Fare,17.064217252396165
auto,2024-06-24,21:35:16.542646,completed,ITI Layout Quarters,Rajajinagar Commons,42,RD5684967706313472,49.84,544.4,17.8,562.1999999999999,Amazon Pay,2024-06-24 21:35:16.542646,auto,iti layout quarters,rajajinagar commons,amazon pay,1,0,2024-06-24,21,Monday,0,False,6,June,26,Night,iti layout quarters → rajajinagar commons,Very Long (>15 km),Long (30–60 min),Medium-High Fare,11.280096308186193
bike,2024-07-08,11:10:40.542646,completed,Hennur Road Landing,Adugodi 5th Block,73,RD4194820692246454,40.74,648.78,15.37,664.15,GPay,2024-07-08 11:10:40.542646,bike,hennur road landing,adugodi 5th block,gpay,1,0,2024-07-08,11,Monday,0,False,7,July,28,Daytime,hennur road landing → adugodi 5th block,Very Long (>15 km),Very Long (>60 min),Medium-High Fare,16.30216003927344
auto,2024-07-17,18:27:47.542646,completed,Jayanagar 4th Block,Kothaguda 2nd Block,91,RD7816597851940003,22.51,493.68,11.15,504.83,Paytm,2024-07-17 18:27:47.542646,auto,jayanagar 4th block,kothaguda 2nd block,paytm,1,0,2024-07-17,18,Wednesday,2,False,7,July,29,Evening Peak,jayanagar 4th block → kothaguda 2nd block,Very Long (>15 km),Very Long (>60 min),Medium-Low Fare,22.426921368280762
bike,2024-06-24,04:16:50.542646,completed,BTM Layout Passage,Mahadevapura Landing,91,RD8328883434181736,41.22,889.61,28.73,918.34,Amazon Pay,2024-06-24 04:16:50.542646,bike,btm layout passage,mahadevapura landing,amazon pay,1,0,2024-06-24,4,Monday,0,False,6,June,26,Late Night,btm layout passage → mahadevapura landing,Very Long (>15 km),Very Long (>60 min),High Fare,22.278990781174187
auto,2024-07-10,04:09:15.542646,completed,Tavarekere Park,Banaswadi Vista,61,RD7450063577959044,36.1,749.29,37.42,786.7099999999999,Amazon Pay,2024-07-10 04:09:15.542646,auto,tavarekere park,banaswadi vista,amazon pay,1,0,2024-07-10,4,Wednesday,2,False,7,July,28,Late Night,tavarekere park → banaswadi vista,Very Long (>15 km),Very Long (>60 min),High Fare,21.792520775623267
parcel,2024-08-12,13:37:27.542646,completed,Avalahalli Sector,Mysore Road Loop,105,RD8841623057419279,36.94,971.08,19.27,990.35,Amazon Pay,2024-08-12 13:37:27.542646,parcel,avalahalli sector,mysore road loop,amazon pay,1,0,2024-08-12,13,Monday,0,False,8,August,33,Daytime,avalahalli sector → mysore road loop,Very Long (>15 km),Very Long (>60 min),High Fare,26.80969139144559
bike,2024-07-03,23:48:47.542646,completed,Adugodi Bay,Rachenahalli 5th Stage,20,RD8531318458991953,17.6,113.62,20.72,134.34,GPay,2024-07-03 23:48:47.542646,bike,adugodi bay,rachenahalli 5th stage,gpay,1,0,2024-07-03,23,Wednesday,2,False,7,July,27,Night,adugodi bay → rachenahalli 5th stage,Very Long (>15 km),Medium (15–30 min),Low Fare,7.632954545454545
cab economy,2024-07-10,22:36:14.542646,completed,Kothaguda Complex,HSR Layout Complex,95,RD9929093775154764,8.31,810.85,15.09,825.94,Paytm,2024-07-10 22:36:14.542646,cab economy,kothaguda complex,hsr layout complex,paytm,1,0,2024-07-10,22,Wednesday,2,False,7,July,28,Night,kothaguda complex → hsr layout complex,Long (7–15 km),Very Long (>60 min),High Fare,99.39109506618531
cab economy,2024-08-15,04:48:00.542646,completed,Ashok Nagar Bridge,Hosur Road Landing,110,RD8000612415784099,2.82,985.22,40.4,1025.62,Paytm,2024-08-15 04:48:00.542646,cab economy,ashok nagar bridge,hosur road landing,paytm,1,0,2024-08-15,4,Thursday,3,False,8,August,33,Late Night,ashok nagar bridge → hosur road landing,Short (≤3 km),Very Long (>60 min),High Fare,363.69503546099287
cab economy,2024-06-21,18:09:21.542646,completed,Jakkasandra Yard,ITI Layout Promenade,97,RD7538921359056183,15.94,891.99,25.11,917.1,Paytm,2024-06-21 18:09:21.542646,cab economy,jakkasandra yard,iti layout promenade,paytm,1,0,2024-06-21,18,Friday,4,False,6,June,25,Evening Peak,jakkasandra yard → iti layout promenade,Very Long (>15 km),Very Long (>60 min),High Fare,57.534504391468005
bike,2024-07-01,08:53:29.542646,completed,Basavanagudi Bridge,Magadi Road Drive,116,RD1099945174805933,25.66,553.2,40.94,594.1400000000001,GPay,2024-07-01 08:53:29.542646,bike,basavanagudi bridge,magadi road drive,gpay,1,0,2024-07-01,8,Monday,0,False,7,July,27,Morning Peak,basavanagudi bridge → magadi road drive,Very Long (>15 km),Very Long (>60 min),Medium-High Fare,23.15432579890881
parcel,2024-06-27,11:41:13.542646,completed,Arekere Fork,Bikasipura Drive,37,RD0322184638690144,49.06,228.76,34.81,263.57,Amazon Pay,2024-06-27 11:41:13.542646,parcel,arekere fork,bikasipura drive,amazon pay,1,0,2024-06-27,11,Thursday,3,False,6,June,26,Daytime,arekere fork → bikasipura drive,Very Long (>15 km),Long (30–60 min),Low Fare,5.372401141459437
cab economy,2024-08-02,16:15:54.542646,completed,Bellandur Woods,Hennur Arc,83,RD9124159884865557,1.22,400.79,17.53,418.3200000000001,QR scan,2024-08-02 16:15:54.542646,cab economy,bellandur woods,hennur arc,qr scan,1,0,2024-08-02,16,Friday,4,False,8,August,31,Evening Peak,bellandur woods → hennur arc,Short (≤3 km),Very Long (>60 min),Medium-Low Fare,342.88524590163945
auto,2024-07-16,11:34:35.542646,completed,Kothanur 2nd Block,Ulsoor Valley,78,RD8876779861287509,32.13,591.79,14.33,606.12,QR scan,2024-07-16 11:34:35.542646,auto,kothanur 2nd block,ulsoor valley,qr scan,1,0,2024-07-16,11,Tuesday,1,False,7,July,29,Daytime,kothanur 2nd block → ulsoor valley,Very Long (>15 km),Very Long (>60 min),Medium-High Fare,18.864612511671332
auto,2024-07-19,17:00:31.542646,cancelled,Anekal Vista,Kumaraswamy Layout Cutting,78,RD3200621968128393,4.1,,,,,2024-07-19 17:00:31.542646,auto,anekal vista,kumaraswamy layout cutting,,0,1,2024-07-19,17,Friday,4,False,7,July,29,Evening Peak,anekal vista → kumaraswamy layout cutting,Medium (3–7 km),Very Long (>60 min),,
bike,2024-07-09,22:38:41.542646,cancelled,Sanjay Nagar Colony,Hulimavu Court,19,RD3298911371382578,21.75,,,,,2024-07-09 22:38:41.542646,bike,sanjay nagar colony,hulimavu court,,0,1,2024-07-09,22,Tuesday,1,False,7,July,28,Night,sanjay nagar colony → hulimavu court,Very Long (>15 km),Medium (15–30 min),,
auto,2024-07-09,19:07:13.542646,completed,Naganathapura 5th Block,Madiwala Zone,101,RD9198038078566151,39.3,791.64,35.17,826.81,QR scan,2024-07-09 19:07:13.542646,auto,naganathapura 5th block,madiwala zone,qr scan,1,0,2024-07-09,19,Tuesday,1,False,7,July,28,Evening Peak,naganathapura 5th block → madiwala zone,Very Long (>15 km),Very Long (>60 min),High Fare,21.038422391857505
bike lite,2024-07-04,13:29:57.542646,completed,Avalahalli 1st Stage,Whitefield Cove,114,RD0825756492630499,34.78,982.46,31.5,1013.96,QR scan,2024-07-04 13:29:57.542646,bike lite,avalahalli 1st stage,whitefield cove,qr scan,1,0,2024-07-04,13,Thursday,3,False,7,July,27,Daytime,avalahalli 1st stage → whitefield cove,Very Long (>15 km),Very Long (>60 min),High Fare,29.153536515238642
parcel,2024-07-21,05:38:40.542646,completed,Nagwara Farms,Doddakannelli Place,17,RD8082104368435073,29.25,978.55,27.65,1006.2,GPay,2024-07-21 05:38:40.542646,parcel,nagwara farms,doddakannelli place,gpay,1,0,2024-07-21,5,Sunday,6,True,7,July,29,Late Night,nagwara farms → doddakannelli place,Very Long (>15 km),Medium (15–30 min),High Fare,34.4
cab economy,2024-07-09,16:37:33.542646,completed,Kumaraswamy Layout Enclave,Nayandahalli Dam,113,RD4995727880339172,9.81,896.52,41.97,938.49,Amazon Pay,2024-07-09 16:37:33.542646,cab economy,kumaraswamy layout enclave,nayandahalli dam,amazon pay,1,0,2024-07-09,16,Tuesday,1,False,7,July,28,Evening Peak,kumaraswamy layout enclave → nayandahalli dam,Long (7–15 km),Very Long (>60 min),High Fare,95.66666666666666
parcel,2024-08-12,04:38:47.542646,completed,Avalahalli Quay,Chikkabellandur Commons,13,RD9587343329232105,3.96,271.08,21.19,292.27,QR scan,2024-08-12 04:38:47.542646,parcel,avalahalli quay,chikkabellandur commons,qr scan,1,0,2024-08-12,4,Monday,0,False,8,August,33,Late Night,avalahalli quay → chikkabellandur commons,Medium (3–7 km),Short (≤15 min),Low Fare,73.80555555555556
